id,root,leaf,flower bud,flower,1 cm fruit,2 cm fruit,3 cm fruit,mature green fruit,breaker fruit,fruit at 10 days after the breaker stage
Solyc01g009780,43,23,38,60,31,27,33,54,40,77
Solyc01g009810,3,0.7,0.1,0.2,0.3,0.7,,1,,0.7
Solyc01g009820,20,8,8,28,7,12,13,24,22,28
Solyc01g009830,5,,0.3,0.2,0.2,0.1,0.5,4,0.1,
Solyc01g009850,22,16,38,26,38,20,16,16,19,21
Solyc01g009860,142,147,28,146,39,43,26,24,47,5
Solyc01g009870,0.7,0.1,13,4,22,31,58,27,0.9,4
Solyc01g009880,,,2,0.8,,,,,,
Solyc01g009890,,0.3,0.4,0.2,,,,,,
Solyc01g009900,,0.6,1,7,0.5,,,,,
Solyc01g009910,,,0.6,0.4,,,,,,
Solyc01g009920,,,0.9,0.1,,,,,,
Solyc01g009930,1,0.2,,,,0.1,,0.3,,
Solyc01g009950,0.2,,,,,,,,,
Solyc01g009960,,,0.6,0.9,,,,,,
Solyc01g009970,14,27,17,16,25,26,25,16,19,33
Solyc01g009990,47,150,149,106,226,212,115,90,88,156
Solyc01g010000,27,16,13,20,8,8,9,8,14,13
Solyc01g010010,0.2,0.1,0.3,0.1,,,,,,0.1
Solyc01g010020,28,8,13,5,3,3,2,7,4,1
Solyc01g010030,23,8,6,8,8,7,5,4,4,4
Solyc01g010050,0.5,0.8,0.7,0.4,0.7,0.6,0.9,0.1,0.1,0.1
Solyc01g010060,4,2,2,2,4,3,1,13,9,59
Solyc01g010080,86,0.1,0.2,0.1,,,,0.1,,0.1
Solyc01g010110,,,0.1,,,,,,,0.2
Solyc01g010130,14,9,23,86,9,12,12,5,2,2
Solyc01g010150,17,5,27,18,0.8,0.7,1,4,5,9
Solyc01g010160,,,,,,,,0.2,3,47
Solyc01g010170,,,,,,,,,3,66
Solyc01g010180,8,77,22,27,93,87,66,44,5,5
Solyc01g010190,29,12,31,27,54,47,54,31,24,34
Solyc01g010200,73,26,133,117,343,367,365,293,135,80
Solyc01g010210,,,,0.2,,,,0.1,0.1,0.5
Solyc01g010220,14,7,13,11,25,21,14,12,6,7
Solyc01g010230,124,15,40,38,80,113,76,87,33,98
Solyc01g010240,,,2,,,,,,,
Solyc01g010250,,9,11,10,18,14,9,19,33,20
Solyc01g010260,0.1,,,,,,,,,
Solyc01g010270,205,86,107,75,244,249,215,322,102,86
Solyc01g010280,0.1,0.1,2,3,,,,,,
Solyc01g010290,73,20,12,13,10,14,11,14,9,6
Solyc01g010310,53,7,38,11,41,68,51,30,18,0.4
Solyc01g010340,0.5,0.2,0.2,0.8,0.7,0.2,0.6,0.4,0.4,0.5
Solyc01g010350,21,,4,,,,0.3,0.3,0.2,
Solyc01g010360,,0.1,70,7,0.1,0.1,1,1,0.2,0.2
Solyc01g010370,8,5,9,3,6,4,3,3,2,0.6
Solyc01g010380,0.7,,0.9,0.6,,,,,,
Solyc01g010390,29,10,77,6,12,14,14,7,2,3
Solyc01g010410,,,0.6,0.4,0.4,0.9,1,3,4,1
Solyc01g010420,1,,0.3,0.3,,,,0.1,,0.1
Solyc01g010430,27,7,32,14,6,11,6,37,33,42
Solyc01g010440,54,19,25,30,49,52,88,59,54,40
Solyc01g010460,3,6,2,2,4,4,6,5,2,4
Solyc01g010470,4,10,5,4,6,5,7,8,5,6
Solyc01g010480,3,212,13,24,0.5,2,9,49,124,34
Solyc01g010490,0.2,,,0.1,,0.1,0.2,6,26,38
Solyc01g010500,,0.2,15,0.2,,,,0.1,,
Solyc01g010510,2,2,2,1,1,2,2,1,1,2
Solyc01g010520,3,26,20,25,25,23,20,12,1,0.2
Solyc01g010530,,,1,,0.1,,,,,
Solyc01g010540,83,45,94,62,161,129,106,85,58,60
Solyc01g010570,16,10,14,17,21,27,48,43,37,23
Solyc01g010580,184,54,98,96,252,287,394,231,181,101
Solyc01g010590,54,15,24,19,40,30,29,31,20,25
Solyc01g010600,0.3,0.1,6,5,,,,,,
Solyc01g010610,4,2,1,2,4,4,5,3,4,3
Solyc01g010640,7,66,17,39,11,24,24,27,48,111
Solyc01g010650,29,10,52,37,26,30,56,48,51,29
Solyc01g010660,10,5,11,13,17,12,12,21,13,39
Solyc01g010680,,,0.1,0.1,,,,,,
Solyc01g010700,4,9,14,16,20,32,37,22,20,30
Solyc01g010710,45,4,2,0.7,2,2,1,4,0.2,
Solyc01g010720,15,,,,,,,,,
Solyc01g010730,4,,,,,,,,,
Solyc01g010740,,,15,4,,,0.1,,,
Solyc01g010750,469,99,171,315,286,470,608,464,549,528
Solyc01g010760,138,38,146,121,82,60,60,49,115,156
Solyc01g010770,6,12,0.8,3,1,3,11,8,5,0.3
Solyc01g010780,44,24,26,31,33,34,36,30,31,32
Solyc01g010790,,,0.1,,,,,,0.1,
Solyc01g010810,15,11,9,11,16,16,14,21,15,22
Solyc01g010820,22,7,8,15,10,22,16,18,21,18
Solyc01g010830,14,13,16,14,19,23,18,24,29,28
Solyc01g010860,20,11,12,25,8,13,17,13,14,18
Solyc01g010870,39,15,15,19,21,32,34,54,114,135
Solyc01g010880,17,9,43,99,10,11,12,10,7,9
Solyc01g010890,0.2,,4,4,0.1,,,,,
Solyc01g010900,0.1,,27,,,,,,,
Solyc01g010910,0.2,1,2,0.6,0.2,,,,,
Solyc01g010920,6,2,3,1,2,1,2,2,2,0.7
Solyc01g010930,4,2,3,0.7,2,2,2,3,0.8,0.5
Solyc01g010940,59,33,45,45,33,33,15,29,31,61
Solyc01g010950,5,15,41,50,16,15,18,18,20,25
Solyc01g010960,0.5,0.2,0.2,0.6,1,,0.5,,0.4,0.4
Solyc01g010970,3,0.4,1,2,0.1,0.2,,0.6,0.9,1
Solyc01g010980,3,19,17,29,15,26,27,17,8,0.6
Solyc01g010990,11,4,5,3,6,10,8,12,11,11
Solyc01g011000,486,246,303,434,388,342,299,386,429,399
Solyc01g011010,5,3,4,4,3,1,1,4,2,7
Solyc01g011020,1,,,0.8,,,,,,0.4
Solyc01g011030,15,8,28,29,22,26,45,40,38,26
Solyc01g011040,69,35,73,44,107,96,48,76,52,56
Solyc01g011050,2,0.4,531,869,0.6,0.8,3,1,0.6,
Solyc01g011060,0.3,0.2,0.2,,,0.7,0.5,,0.3,
Solyc01g011080,0.1,,0.1,,0.1,0.2,0.1,,,
Solyc01g011090,5,3,1,1,3,4,4,5,4,5
Solyc01g011100,38,25,14,17,24,24,23,34,32,32
Solyc01g011130,,,,,,,0.1,0.1,0.1,
Solyc01g011200,0.7,1,0.9,0.4,1,2,1,0.9,0.7,2
Solyc01g011220,0.9,0.8,0.7,0.8,0.3,0.6,2,0.9,0.8,1
Solyc01g011230,,0.8,0.4,0.9,0.3,3,2,0.6,0.9,1
Solyc01g011340,71,40,48,45,54,53,29,56,50,49
Solyc01g011350,59,31,29,21,214,241,400,162,118,117
Solyc01g011390,,,18,44,0.1,,0.2,,0.1,
Solyc01g011410,0.7,2,0.2,0.8,1,5,2,1,1,3
Solyc01g011420,,,,,,,,1,1,
Solyc01g011430,11,0.1,0.6,0.3,,,0.1,,,
Solyc01g011450,,0.3,,,,,,,,
Solyc01g011480,,3,3,4,2,6,5,2,0.5,
Solyc01g011490,,0.1,0.7,0.1,,,,,,
Solyc01g011500,,,,,,,,,,0.3
Solyc01g011510,7,39,52,66,18,17,8,15,14,19
Solyc01g012580,1,0.5,0.2,,,,0.5,0.4,1,2
Solyc01g012650,,,,,,,,0.2,,
Solyc01g012700,,0.1,,,,,,,,
Solyc01g013890,,0.1,,,,,,,,
Solyc01g013900,,,,0.2,,,,,,
Solyc01g014030,,,,,,,,,,0.3
Solyc01g014080,0.3,,,0.2,0.2,,,,,
Solyc01g014100,0.2,,8,11,29,19,17,0.7,,
Solyc01g014110,8,2,2,3,1,5,1,2,0.2,0.5
Solyc01g014120,5,4,2,1,1,2,3,2,0.3,0.1
Solyc01g014140,4,7,2,1,0.5,0.2,0.2,,,
Solyc01g014180,237,115,195,197,202,277,601,694,863,533
Solyc01g014200,3,4,14,14,21,16,22,18,4,0.3
Solyc01g014210,,,,,,,0.1,0.1,0.1,0.1
Solyc01g014220,0.4,,,,0.1,0.2,0.1,,,
Solyc01g014230,21,6,5,11,7,11,13,17,14,17
Solyc01g014250,4,5,9,11,5,14,27,26,61,46
Solyc01g014270,,10,10,10,12,21,30,23,14,16
Solyc01g014280,0.1,,,,,0.1,0.1,,,
Solyc01g014320,,12,2,1,,,,,0.1,
Solyc01g014330,0.2,3,0.7,0.2,,,,,,
Solyc01g014380,3,3,1,1,0.5,1,1,2,0.3,0.2
Solyc01g014410,,0.2,0.2,0.5,,,,0.4,0.3,1
Solyc01g014460,0.2,,,,,,,,0.1,
Solyc01g014470,,0.1,,0.1,0.2,0.2,,,,
Solyc01g014480,25,10,11,13,9,11,12,14,19,12
Solyc01g014490,16,9,10,9,14,15,13,17,13,15
Solyc01g014500,,,0.1,,,,0.2,,0.1,0.1
Solyc01g014530,,,,0.2,,,,0.1,0.4,0.5
Solyc01g014560,,,,0.1,,,,0.2,0.7,3
Solyc01g014620,6,2,3,2,,,,,,
Solyc01g014700,0.4,0.4,,0.1,,,0.3,0.9,0.9,0.3
Solyc01g014710,,,,,,,,,,0.2
Solyc01g014720,,,,,,,,,0.1,0.1
Solyc01g014730,2,,0.6,,,,,2,0.9,0.7
Solyc01g014740,0.3,0.2,,0.2,,0.8,,0.4,1,0.2
Solyc01g014830,0.2,,,,,,,,,
Solyc01g014840,10,0.1,0.3,0.4,0.3,0.4,0.2,1,0.1,0.7
Solyc01g014850,40,12,16,19,23,23,28,27,25,28
Solyc01g014880,,,7,5,,,,,,
Solyc01g014910,,,,,,,,,,0.1
Solyc01g014950,,,,,0.2,,,,0.2,
Solyc01g014980,0.2,,,,,0.2,0.3,,0.8,0.4
Solyc01g014990,1,1,0.7,2,2,2,2,2,3,2
Solyc01g015000,,,0.3,,,,0.2,,0.2,0.1
Solyc01g015010,,,,,0.4,,,,,
Solyc01g015020,81,32,35,62,28,44,48,55,75,60
Solyc01g015040,5,1,0.3,1,0.4,5,12,9,11,9
Solyc01g015050,6,2,0.7,0.9,2,6,12,9,13,14
Solyc01g015060,0.2,,,,,,,,,
Solyc01g015070,12,4,12,10,8,10,21,15,20,24
Solyc01g015080,460,,,,,,,,,
Solyc01g015090,0.2,,,0.1,,,,,,
Solyc01g015100,,,,0.1,,,,,,
Solyc01g015140,0.3,,0.2,,,0.4,0.3,0.7,,0.2
Solyc01g015160,,,0.5,,,,,,,
Solyc01g015220,,0.1,,0.4,,0.4,,0.3,,0.1
Solyc01g015270,0.3,,,,,,,,,
Solyc01g015300,,,,,,,,0.6,,
Solyc01g016320,,,0.3,,,,,,,
Solyc01g016330,0.1,,,0.3,,,0.3,0.1,0.2,
Solyc01g016340,,,,,,,,0.3,,0.2
Solyc01g016360,,,0.2,,,,,,,
Solyc01g016370,,0.3,0.2,0.2,,,,0.1,,
Solyc01g016380,0.1,,4,0.9,0.1,,,,,
Solyc01g016390,0.1,,2,0.3,,,,,,
Solyc01g016400,0.3,0.5,,0.5,,,,,0.6,
Solyc01g016410,12,5,6,7,11,11,15,25,36,36
Solyc01g016460,5,3,4,7,5,7,4,6,2,2
Solyc01g016470,104,25,56,49,106,102,51,68,51,63
Solyc01g016480,,,0.1,,,,,,,
Solyc01g016520,,,,,,0.7,,,,
Solyc01g016540,,0.3,0.2,0.1,,,,,,
Solyc01g016550,,,,,0.3,,,,,
Solyc01g016560,,0.3,0.4,,0.4,,0.2,,0.2,
Solyc01g016570,5,3,2,3,2,7,5,5,4,4
Solyc01g016630,0.5,4,,,,1,0.3,,0.7,
Solyc01g016650,,,0.4,,,,,,,
Solyc01g016670,,0.2,,,,,0.2,0.3,0.2,0.2
Solyc01g016710,1,0.6,0.4,0.4,,1,0.6,0.6,2,1
Solyc01g016720,,,1,1,0.3,0.7,0.3,0.7,,0.2
Solyc01g016820,,,0.1,,,,,,,
Solyc01g016950,0.4,0.1,0.1,0.3,0.3,,,0.4,0.2,0.2
Solyc01g016960,,,,,,,,,,0.1
Solyc01g016970,0.2,,0.1,,,,,0.6,0.4,0.9
Solyc01g017080,,,0.1,,0.1,,,,,
Solyc01g017090,0.6,0.4,0.6,0.2,0.1,1,0.6,0.3,,0.4
Solyc01g017100,,,,0.3,,0.3,0.2,0.3,0.2,0.3
Solyc01g017110,,,,0.1,,0.2,,0.1,0.1,
Solyc01g017170,,,,0.2,,0.5,0.7,0.2,,1
Solyc01g017190,,,,,,,0.2,0.3,,
Solyc01g017200,,,,,,,,,,0.2
Solyc01g017220,5,20,1,4,7,31,38,22,12,11
Solyc01g017230,,,0.1,,0.4,,0.1,,,
Solyc01g017240,,,,,,0.3,,,,0.2
Solyc01g017300,,0.2,0.2,0.1,0.1,1,1,0.2,,0.2
Solyc01g017320,0.8,8,1,2,3,21,23,1,0.3,0.8
Solyc01g017330,0.2,2,0.7,0.6,0.7,8,5,0.2,,0.4
Solyc01g017340,0.3,0.3,0.2,0.1,0.3,0.3,0.1,0.1,,0.1
Solyc01g017350,,,0.5,,0.2,0.2,,,,
Solyc01g017360,,,0.4,,,0.3,,,,
Solyc01g017370,0.3,0.4,0.1,,,0.4,0.4,,,0.2
Solyc01g017380,,0.2,,,0.3,1,0.8,,,0.7
Solyc01g017390,,,,,,0.5,,,,
Solyc01g017400,,,,,,0.1,0.1,,0.1,
Solyc01g017410,,,,0.1,,,0.1,,,0.1
Solyc01g017420,0.1,,,,0.1,0.2,0.2,0.1,,0.2
Solyc01g017430,,0.2,,,,,,,,0.2
Solyc01g017440,,,,,,0.2,0.3,0.1,,0.1
Solyc01g017460,,0.4,,,0.5,,,,,0.4
Solyc01g017470,0.2,0.1,0.1,,,1,,,,0.1
Solyc01g017490,2,20,6,12,14,38,95,3,2,41
Solyc01g017510,0.1,,,,,,0.1,,,0.1
Solyc01g017520,0.3,0.7,0.4,,0.3,1,0.6,0.4,,
Solyc01g017530,0.4,0.3,0.2,0.6,0.2,2,1,,0.1,0.6
Solyc01g017550,,,0.1,,,,,,,
Solyc01g017560,,0.1,0.2,0.3,,0.2,,,,
Solyc01g017570,,,,0.3,,,,,,
Solyc01g017590,2,3,3,2,1,3,1,1,,
Solyc01g017600,11,38,37,34,1,0.6,0.3,,0.1,
Solyc01g017630,,,0.3,,0.4,1,0.8,0.3,,1
Solyc01g017690,0.3,0.2,,,,,0.2,,,
Solyc01g017710,3,1,,5,0.5,,0.4,0.6,,0.4
Solyc01g017720,4,1,3,6,1,2,0.4,2,,
Solyc01g017740,0.3,,,,,0.7,0.5,0.3,,0.8
Solyc01g017760,0.1,,,,,0.4,,,,
Solyc01g017770,,,,,,,,0.1,,
Solyc01g017780,,,,,,,,,0.1,
Solyc01g017840,,,,,0.1,,,,,
Solyc01g017860,6,3,5,4,6,10,14,7,9,15
Solyc01g017870,0.3,,4,,0.3,,,,,
Solyc01g018010,2,4,2,2,2,2,2,2,2,0.7
Solyc01g018020,,,4,9,,,,0.1,0.1,
Solyc01g018060,0.5,3,0.3,2,0.5,2,0.4,1,,
Solyc01g018090,,1,0.2,0.2,0.3,3,3,,,
Solyc01g020130,7,2,2,1,3,4,2,5,4,5
Solyc01g020140,0.2,0.1,0.2,,,,0.1,,0.3,
Solyc01g020150,0.6,,0.2,,,,0.3,0.3,,
Solyc01g020160,1,0.5,1,0.3,0.3,,,,0.6,
Solyc01g020190,,,0.4,0.1,,0.2,0.1,0.3,,0.1
Solyc01g020200,,,,,,0.2,,,,0.1
Solyc01g020220,2,1,2,2,2,2,4,2,1,2
Solyc01g020230,0.8,0.6,0.5,0.7,1,0.4,0.7,2,1,2
Solyc01g020240,21,14,18,15,28,23,24,24,22,34
Solyc01g020250,0.6,0.1,0.2,0.1,0.2,,1,0.3,0.7,0.2
Solyc01g020270,,0.1,0.1,,,,,,,
Solyc01g020310,,,,,,0.5,0.4,,,
Solyc01g020320,12,13,19,16,20,12,19,17,12,10
Solyc01g020330,11,4,3,9,9,23,31,14,17,14
Solyc01g020340,1,0.5,0.5,0.4,0.5,1,2,1,0.4,0.9
Solyc01g020350,,,,,,,,0.5,,
Solyc01g020360,,,0.6,,,,,,,
Solyc01g020380,,,0.1,,,,,,,
Solyc01g020430,,,0.3,,,,,,,
Solyc01g020440,25,10,13,9,31,27,20,22,11,14
Solyc01g020450,,,,,,,,,0.3,
Solyc01g020460,0.1,0.5,0.5,0.1,0.5,2,2,2,0.7,1
Solyc01g020470,0.2,,,0.2,0.2,2,2,,0.2,0.2
Solyc01g020500,3,1,2,3,3,6,9,4,2,3
Solyc01g020520,4,1,1,2,2,2,1,3,1,2
Solyc01g020570,0.2,0.1,0.3,,,,,0.2,,
Solyc01g020580,,,,0.1,,,,,,
Solyc01g020590,,,,0.3,,,,,,
Solyc01g020600,,,,0.1,,0.2,,,,0.1
Solyc01g021600,23,0.8,0.6,1,1,1,0.4,0.3,,
Solyc01g021640,13,5,4,6,7,9,10,11,9,12
Solyc01g021650,,,0.1,,,,,,,
Solyc01g021670,31,17,32,37,37,58,66,110,80,66
Solyc01g021720,0.3,,,,,0.7,,,,
Solyc01g021730,0.1,,1,,0.1,,0.1,0.3,0.6,2
Solyc01g022740,4,3,3,4,3,5,4,8,4,8
Solyc01g022750,158,36,70,68,77,111,75,105,136,156
Solyc01g022780,,,0.3,,,,,,,
Solyc01g022790,0.3,,,,,,,,,
Solyc01g028800,3,,2,1,1,6,3,2,0.6,0.3
Solyc01g028810,164,203,270,279,850,833,743,398,522,1022
Solyc01g028830,49,25,18,18,21,25,25,31,19,15
Solyc01g028850,0.1,,0.2,,0.1,0.2,,0.3,0.2,
Solyc01g028860,222,55,48,100,120,282,490,343,294,311
Solyc01g028870,11,29,15,16,33,41,39,38,23,50
Solyc01g028900,120,63,140,173,84,97,101,132,142,139
Solyc01g028930,43,27,40,34,32,37,26,29,23,28
Solyc01g028940,,,0.4,,,,,,,
Solyc01g028970,0.3,0.3,0.6,0.3,0.2,0.3,0.6,0.3,0.2,0.2
Solyc01g028980,,,,,,,,,,0.1
Solyc01g033980,5,2,3,5,6,6,8,9,9,14
Solyc01g034020,68,38,49,46,64,66,53,64,67,50
Solyc01g034050,0.2,,,0.3,0.2,,0.2,0.2,,
Solyc01g034060,,,0.3,,,,,0.2,6,16
Solyc01g034080,0.1,0.2,0.1,0.5,0.3,0.2,0.2,,,
Solyc01g034120,0.2,,0.1,0.1,0.3,0.2,,0.2,,
Solyc01g034130,0.1,,0.1,0.1,,0.1,,0.3,0.1,
Solyc01g034150,16,6,5,8,5,5,7,8,5,9
Solyc01g034160,1,0.9,1,2,0.4,1,4,3,4,3
Solyc01g044240,4,3,5,9,7,16,40,119,87,13
Solyc01g044250,0.3,28,8,18,10,21,25,3,3,2
Solyc01g044270,9,5,5,6,7,11,10,23,13,26
Solyc01g044340,8,2,2,2,3,7,8,9,8,10
Solyc01g044350,11,2,3,6,3,8,9,10,10,11
Solyc01g044360,103,25,24,36,68,117,138,141,146,125
Solyc01g044370,,0.3,1,1,0.7,2,1,3,1,1
Solyc01g044380,,,,,,,,,,0.1
Solyc01g044390,,,0.1,,,,,,,
Solyc01g044400,,,0.1,,,,,,0.2,
Solyc01g044420,2,,,,0.1,0.2,,,,
Solyc01g044440,,,0.2,,,,,,,
Solyc01g044480,0.8,0.2,0.1,0.2,0.3,0.7,1,0.7,0.5,1
Solyc01g044490,12,8,16,15,15,13,9,12,14,19
Solyc01g044500,,,0.1,,,,,,,
Solyc01g044520,,,0.1,0.1,6,1,0.1,0.3,0.3,0.1
Solyc01g044540,2,1,2,0.4,1,2,1,1,0.9,
Solyc01g048590,,5,3,6,8,26,34,0.6,0.3,5
Solyc01g049650,96,25,71,37,105,154,167,137,25,22
Solyc01g049680,133,59,68,61,74,82,71,70,76,77
Solyc01g049690,100,48,50,37,53,60,63,53,75,77
Solyc01g049700,0.8,0.5,0.2,0.3,0.2,0.8,0.4,0.3,0.1,0.2
Solyc01g049710,,,,,,,,0.1,0.2,0.1
Solyc01g049760,,,1,,,,,,,
Solyc01g049770,8,8,11,9,6,10,19,7,7,2
Solyc01g049810,1,0.9,0.7,0.9,1,0.6,0.5,0.5,0.8,1
Solyc01g049820,0.1,,,0.1,,,,,0.1,
Solyc01g049830,,0.1,0.1,,,,,,,
Solyc01g049840,,,0.1,,,,,,,
Solyc01g049880,2,13,15,10,9,10,15,9,7,0.8
Solyc01g049890,290,156,250,200,341,369,422,462,371,387
Solyc01g049900,2,1,1,2,0.7,1,1,1,3,2
Solyc01g049910,8,3,1,3,2,4,3,4,1,2
Solyc01g049920,1,,0.5,1,0.7,2,2,2,1,1
Solyc01g049930,0.7,0.5,,,,0.3,,,,
Solyc01g049960,87,68,107,103,119,114,87,78,74,100
Solyc01g049970,,,,0.1,,,,,,
Solyc01g049980,,,14,12,,,,,,
Solyc01g050000,0.9,1,1,0.6,1,2,3,2,2,2
Solyc01g050010,2,1,1,1,2,3,4,3,2,2
Solyc01g050040,11,6,5,10,11,12,13,15,12,13
Solyc01g050070,11,9,11,13,12,11,11,14,6,10
Solyc01g055160,,,2,0.3,,,,,,
Solyc01g055200,,,,,,,,,,0.2
Solyc01g056220,,,0.8,0.5,,,,,,
Solyc01g056260,,,,,,0.5,,,,
Solyc01g056270,,0.5,0.1,0.5,0.6,0.3,0.7,0.1,,
Solyc01g056280,,,3,0.4,,,,,,
Solyc01g056310,5,0.9,1591,1984,2,0.4,7,4,0.6,0.1
Solyc01g056320,3,0.7,0.9,2,0.4,2,3,4,3,5
Solyc01g056330,0.2,0.2,,0.3,,2,0.4,0.2,,0.2
Solyc01g056340,12,6,7,8,6,8,9,11,10,10
Solyc01g056350,1,,,,,,,,,
Solyc01g056360,0.4,,274,31,,,,,,
Solyc01g056370,39,14,22,25,30,48,82,64,50,29
Solyc01g056380,,,1,,,,,,,
Solyc01g056390,,,1,0.2,,,,,,
Solyc01g056430,,,0.4,,,,,,,
Solyc01g056440,,,0.5,,,,,,,
Solyc01g056450,,,1,,,,,,,
Solyc01g056460,,,,0.2,,,,,,
Solyc01g056470,,0.9,0.2,0.6,0.5,1,2,0.1,,0.1
Solyc01g056480,3,1,2,1,2,4,3,3,2,3
Solyc01g056520,17,6,6,8,9,14,9,9,9,21
Solyc01g056530,0.2,,,,,,,,,
Solyc01g056570,24,8,8,12,13,26,23,24,23,33
Solyc01g056580,0.5,,3,1,0.4,0.5,0.6,0.2,0.2,0.4
Solyc01g056600,9,4,7,6,9,6,10,10,11,14
Solyc01g056610,7,5,5,5,10,10,12,9,11,16
Solyc01g056620,9,4,9,8,11,9,15,13,12,15
Solyc01g056640,4,0.7,2,5,,6,1,5,5,5
Solyc01g056660,,,0.3,,,,,,,
Solyc01g056670,0.9,,,0.8,0.4,2,2,0.4,,
Solyc01g056680,,,,,0.3,,,,,
Solyc01g056690,12,14,15,18,15,16,16,14,12,17
Solyc01g056720,58,20,19,37,24,27,23,22,11,18
Solyc01g056740,0.5,,,,0.2,0.1,,0.1,0.1,
Solyc01g056770,,,1,,,,,,,
Solyc01g056780,10,243,63,52,139,81,74,36,32,23
Solyc01g056790,1,2,3,2,3,4,3,3,0.8,0.2
Solyc01g056800,2,1,3,3,3,4,4,2,0.1,0.3
Solyc01g056810,7,5,9,7,13,10,15,14,5,2
Solyc01g056820,0.1,,,,,,0.4,,,
Solyc01g056830,2,2,3,3,6,6,8,5,2,1
Solyc01g056840,1,0.2,0.2,0.2,0.3,,0.3,0.4,0.3,0.9
Solyc01g056850,9,4,25,5,8,36,44,21,1,2
Solyc01g056860,,,,,,,,,0.1,
Solyc01g056890,2,1,1,2,3,2,2,1,2,3
Solyc01g056910,2,2,1,3,1,0.9,0.9,0.4,0.9,1
Solyc01g056930,1,,,0.2,0.3,3,1,0.9,0.5,2
Solyc01g056940,706,204,369,365,1090,674,643,559,476,433
Solyc01g056960,,,,,,,0.1,,,
Solyc01g056980,33,10,15,22,18,13,22,23,41,28
Solyc01g056990,3,0.2,3,0.8,9,3,3,2,0.3,0.2
Solyc01g057000,0.8,0.4,3,4,9,36,149,206,361,318
Solyc01g057010,0.1,,3,0.1,,,,,,
Solyc01g057020,18,11,9,11,13,16,20,21,16,22
Solyc01g057040,15,9,9,11,10,16,14,14,14,21
Solyc01g057080,,0.2,,,1,1,,0.4,,
Solyc01g057090,19,7,10,12,13,15,26,26,22,21
Solyc01g057100,,,,,,,,,,0.2
Solyc01g057120,,0.7,2,1,3,,0.8,1,,0.7
Solyc01g057150,,,0.2,,,,,,,
Solyc01g057160,,,0.3,,,0.5,,,,
Solyc01g057170,,0.8,0.7,2,,1,2,3,2,2
Solyc01g057190,,,3,,,,,,0.1,
Solyc01g057200,3,18,8,13,10,14,12,9,7,7
Solyc01g057210,23,35,35,54,34,52,45,46,35,20
Solyc01g057220,0.1,,7,11,0.1,,,0.1,,0.1
Solyc01g057260,0.1,7,0.7,2,0.2,0.2,0.4,0.3,0.1,
Solyc01g057270,4,0.5,2,0.7,0.1,0.1,0.3,0.1,0.1,0.2
Solyc01g057300,,,0.1,0.1,2,3,5,0.4,,
Solyc01g057310,4,0.4,0.7,0.7,4,4,3,1,0.3,
Solyc01g057320,4,0.4,0.4,0.1,2,4,2,1,0.4,
Solyc01g057330,0.2,0.2,,0.2,,,,,,
Solyc01g057340,5,4,8,10,11,14,11,10,5,5
Solyc01g057380,,,1,,,,,,,
Solyc01g057390,,,1,0.4,,,,,,
Solyc01g057410,,0.4,0.3,,,,,,,
Solyc01g057430,0.6,2,1,0.5,1,3,3,4,2,1
Solyc01g057440,,0.3,0.2,0.6,0.4,0.5,3,0.7,0.3,3
Solyc01g057460,32,17,21,22,10,19,22,43,31,19
Solyc01g057480,,0.1,,0.1,0.1,0.2,0.1,,,
Solyc01g057490,3,0.7,2,2,2,2,4,6,8,4
Solyc01g057510,0.1,0.1,2,,,,0.1,,,
Solyc01g057520,16,3,7,7,18,20,17,21,11,13
Solyc01g057540,,,,0.1,,,,,,
Solyc01g057560,,0.2,,,,,,,,0.2
Solyc01g057570,19,10,12,10,16,22,18,19,15,17
Solyc01g057580,0.1,0.1,,,0.1,,0.3,,,
Solyc01g057590,,,0.2,,,,,,,
Solyc01g057600,,2,2,3,4,4,2,4,0.7,0.7
Solyc01g057680,0.2,0.1,7,0.5,,,,1,3,0.9
Solyc01g057730,1,0.5,0.8,2,,4,8,19,21,12
Solyc01g057760,37,13,14,24,21,30,40,31,38,33
Solyc01g057770,22,15,10,7,45,27,6,112,26,46
Solyc01g057780,6,12,6,14,10,13,16,17,15,32
Solyc01g057830,7,415,97,101,167,113,106,62,82,125
Solyc01g057840,21,7,9,12,11,18,18,19,15,22
Solyc01g057850,18,5,5,6,8,14,14,17,11,19
Solyc01g057890,,,0.1,,,,,,,
Solyc01g057900,32,12,12,16,17,27,21,30,24,36
Solyc01g057910,12,2,0.5,1,1,2,2,2,2,0.3
Solyc01g057960,0.7,0.1,0.1,0.3,0.5,0.7,0.5,1,0.2,0.7
Solyc01g057970,,0.7,,,,0.6,,,,
Solyc01g057980,,48,148,134,0.3,0.8,1,,,
Solyc01g058000,0.2,12,30,28,0.3,0.2,0.3,,,
Solyc01g058010,8,5,5,4,4,5,4,5,4,5
Solyc01g058020,6,3,4,3,4,4,4,4,2,3
Solyc01g058030,0.8,1,,,,,,,,
Solyc01g058040,,1,0.1,,,,,,,
Solyc01g058060,,,,,1,,0.3,,0.3,
Solyc01g058100,8,,2,0.2,0.4,,0.2,,,
Solyc01g058120,,,,,,,,,0.4,
Solyc01g058140,35,28,25,45,33,44,65,38,34,39
Solyc01g058160,0.2,4,2,2,4,5,10,4,1,1
Solyc01g058170,,3,3,3,4,6,10,4,0.7,1
Solyc01g058190,17,51,29,37,45,36,35,26,44,120
